make,model,year,price,miles,city,state,vin,trim,exterior_color,condition,engine,transmission,drive_train,fuel_type,body_type,doors,cylinders,horsepower,highway_mpg,city_mpg,car_age,miles_per_year,avg_price_model,price_vs_market,data_source
Nissan,Rogue,2014,17084,147519,Guadalajara,MX,SCRAPED2014702850,LX,Black,Very Good,2.5L 4-Cylinder,Automatic,AWD,Diesel,Sedan,4,8,360,27,19,10,14751.9,24736.576923076922,-7652.576923076922,scraping
Nissan,Altima,2013,15135,46121,Guadalajara,MX,SCRAPED2013339942,Premium,Red,Fair,2.0L Turbo,Automatic,RWD,Diesel,Hatchback,2,4,284,31,17,11,4192.818181818182,24909.2,-9774.2,scraping
Hyundai,Elantra,2011,11341,94923,Guadalajara,MX,SCRAPED2011636566,EX,Red,Very Good,2.0L Turbo,Automatic,AWD,Hybrid,SUV,2,6,312,24,18,13,7301.7692307692305,24270.041666666668,-12929.041666666668,scraping
Honda,CR-V,2012,17559,87503,Guadalajara,MX,SCRAPED2012987137,LX,Gray,Very Good,2.5L 4-Cylinder,Manual,FWD,Diesel,Sedan,4,8,378,32,21,12,7291.916666666667,24872.04761904762,-7313.047619047618,scraping
Audi,A4,2011,36932,17522,Guadalajara,MX,SCRAPED2011127279,Base,Blue,Fair,3.0L Diesel,CVT,FWD,Gasoline,Truck,2,6,163,30,16,13,1347.8461538461538,43616.8,-6684.800000000003,scraping
Volkswagen,Jetta,2013,19502,51212,Guadalajara,MX,SCRAPED2013521128,Premium,Gray,Excellent,2.5L 4-Cylinder,CVT,AWD,Diesel,Sedan,2,4,217,35,15,11,4655.636363636364,24905.565217391304,-5403.565217391304,scraping
Mercedes-Benz,C-Class,2011,31315,142231,Guadalajara,MX,SCRAPED2011274087,LX,White,Good,3.5L V6,Manual,AWD,Diesel,Sedan,2,4,256,31,15,13,10940.846153846154,42999.333333333336,-11684.333333333336,scraping
Honda,Accord,2012,19517,43828,Guadalajara,MX,SCRAPED2012118879,Premium,Silver,Fair,3.5L V6,Manual,AWD,Gasoline,SUV,2,8,166,35,21,12,3652.3333333333335,24268.2,-4751.200000000001,scraping
Audi,A4,2011,32663,114085,Guadalajara,MX,SCRAPED2011353824,LX,Blue,Very Good,3.5L V6,CVT,FWD,Diesel,Truck,2,4,345,25,15,13,8775.76923076923,43616.8,-10953.800000000003,scraping
Audi,Q5,2010,30230,80663,Guadalajara,MX,SCRAPED2010122587,EX,White,Excellent,2.0L Turbo,CVT,AWD,Diesel,Sedan,4,6,287,24,18,14,5761.642857142857,45476.92307692308,-15246.923076923078,scraping
Kia,Optima,2014,12913,100641,Guadalajara,MX,SCRAPED2014829812,Limited,Red,Good,3.0L Diesel,Automatic,RWD,Gasoline,SUV,4,4,230,34,18,10,10064.1,23576.82608695652,-10663.82608695652,scraping
Honda,Civic,2014,18664,124109,Guadalajara,MX,SCRAPED2014112688,Premium,White,Fair,3.0L Diesel,Manual,AWD,Hybrid,Truck,2,6,239,20,23,10,12410.9,28659.869565217392,-9995.869565217392,scraping
Kia,Sorento,2015,25089,42214,Guadalajara,MX,SCRAPED2015207509,LX,Black,Good,3.0L Diesel,Manual,RWD,Hybrid,Truck,4,4,263,32,20,9,4690.444444444444,23563.17391304348,1525.8260869565202,scraping
Hyundai,Santa Fe,2010,9196,107826,Guadalajara,MX,SCRAPED2010308613,Limited,White,Fair,2.0L Turbo,CVT,RWD,Hybrid,Hatchback,2,4,175,20,25,14,7701.857142857143,23741.354838709678,-14545.354838709678,scraping
Chevrolet,Equinox,2010,6959,130942,Guadalajara,MX,SCRAPED2010960301,Base,Red,Excellent,2.0L Turbo,Automatic,AWD,Hybrid,SUV,4,6,227,26,16,14,9353.0,28386.823529411766,-21427.823529411766,scraping
Nissan,Sentra,2012,14819,60499,Guadalajara,MX,SCRAPED2012594027,Limited,Blue,Excellent,2.5L 4-Cylinder,CVT,AWD,Gasoline,Truck,4,6,308,21,19,12,5041.583333333333,21778.217391304348,-6959.217391304348,scraping
Honda,Accord,2012,12473,128573,Guadalajara,MX,SCRAPED2012929403,Premium,Black,Good,2.5L 4-Cylinder,Manual,AWD,Diesel,Sedan,2,8,391,27,17,12,10714.416666666666,24268.2,-11795.2,scraping
Kia,Sorento,2015,27847,23103,Guadalajara,MX,SCRAPED2015797991,EX,Black,Very Good,2.5L 4-Cylinder,CVT,FWD,Gasoline,Truck,2,6,168,34,15,9,2567.0,23563.17391304348,4283.82608695652,scraping
Volkswagen,Passat,2012,16491,95826,Guadalajara,MX,SCRAPED2012523841,Limited,Black,Good,2.5L 4-Cylinder,Manual,AWD,Hybrid,Hatchback,4,6,210,23,23,12,7985.5,25221.53846153846,-8730.538461538461,scraping
Nissan,Sentra,2012,10647,134466,Guadalajara,MX,SCRAPED2012873958,LX,Black,Good,3.5L V6,Manual,RWD,Diesel,Hatchback,2,4,389,24,17,12,11205.5,21778.217391304348,-11131.217391304348,scraping
Toyota,Camry,2013,18098,13763,Guadalajara,MX,SCRAPED2013710144,Limited,Red,Fair,3.0L Diesel,Manual,FWD,Hybrid,SUV,4,4,331,34,15,11,1251.1818181818182,23331.285714285714,-5233.285714285714,scraping
Kia,Sorento,2015,19781,96922,Guadalajara,MX,SCRAPED2015673925,Premium,Gray,Fair,3.0L Diesel,Manual,RWD,Hybrid,Sedan,4,6,195,26,25,9,10769.111111111111,23563.17391304348,-3782.17391304348,scraping
Hyundai,Santa Fe,2015,22043,12677,Guadalajara,MX,SCRAPED2015818938,LX,Red,Excellent,3.5L V6,CVT,FWD,Diesel,Hatchback,4,4,164,22,17,9,1408.5555555555557,23741.354838709678,-1698.354838709678,scraping
BMW,3 Series,2011,35527,66488,Guadalajara,MX,SCRAPED2011885638,Base,White,Very Good,3.5L V6,Manual,AWD,Diesel,Hatchback,2,8,231,32,24,13,5114.461538461538,45747.42857142857,-10220.428571428572,scraping
Mercedes-Benz,GLE,2014,40410,64920,Guadalajara,MX,SCRAPED2014860013,Base,Silver,Excellent,3.5L V6,CVT,AWD,Diesel,Hatchback,4,8,372,24,19,10,6492.0,47390.76,-6980.760000000002,scraping
Ford,Mustang,2015,32124,40783,Guadalajara,MX,SCRAPED2015840641,LX,Red,Fair,2.5L 4-Cylinder,Automatic,FWD,Hybrid,SUV,4,4,278,31,20,9,4531.444444444444,29431.11111111111,2692.8888888888905,scraping
Hyundai,Sonata,2013,21509,30295,Guadalajara,MX,SCRAPED2013903010,LX,White,Fair,3.5L V6,CVT,AWD,Hybrid,Hatchback,4,4,213,21,17,11,2754.090909090909,27014.347826086956,-5505.347826086956,scraping
Ford,Explorer,2014,23122,119551,Guadalajara,MX,SCRAPED2014345456,Base,White,Very Good,3.5L V6,CVT,FWD,Diesel,Truck,4,8,348,33,25,10,11955.1,28610.666666666668,-5488.666666666668,scraping
Nissan,Sentra,2015,20189,67533,Guadalajara,MX,SCRAPED2015681041,Premium,White,Very Good,2.5L 4-Cylinder,Automatic,FWD,Diesel,Truck,2,6,313,35,18,9,7503.666666666667,21778.217391304348,-1589.217391304348,scraping
Audi,Q7,2010,36289,100089,Guadalajara,MX,SCRAPED2010472437,LX,White,Good,3.5L V6,Manual,FWD,Hybrid,SUV,4,6,371,24,24,14,7149.214285714285,43610.3,-7321.300000000003,scraping
Toyota,Corolla,2011,5609,103176,Guadalajara,MX,SCRAPED2011113329,Limited,Gray,Good,3.5L V6,CVT,RWD,Hybrid,Hatchback,4,4,189,23,22,13,7936.615384615385,22425.5,-16816.5,scraping
Volkswagen,Jetta,2013,19759,91820,Guadalajara,MX,SCRAPED2013325591,LX,Gray,Fair,2.5L 4-Cylinder,Manual,AWD,Diesel,Sedan,4,4,170,31,18,11,8347.272727272728,24905.565217391304,-5146.565217391304,scraping
Volkswagen,Passat,2013,13979,97217,Guadalajara,MX,SCRAPED2013627962,Premium,Blue,Good,2.5L 4-Cylinder,Manual,AWD,Diesel,Truck,4,6,247,24,24,11,8837.90909090909,25221.53846153846,-11242.538461538461,scraping
Chevrolet,Malibu,2010,18061,47552,Guadalajara,MX,SCRAPED2010691705,EX,Black,Very Good,3.5L V6,Manual,FWD,Diesel,SUV,4,4,239,24,22,14,3396.5714285714284,31844.458333333332,-13783.458333333332,scraping
Hyundai,Elantra,2011,13104,49353,Guadalajara,MX,SCRAPED2011873061,Limited,White,Excellent,2.5L 4-Cylinder,Manual,AWD,Hybrid,Hatchback,2,6,380,35,21,13,3796.3846153846152,24270.041666666668,-11166.041666666668,scraping
Ford,F-150,2010,11365,50452,Guadalajara,MX,SCRAPED2010238846,Base,White,Good,3.5L V6,CVT,RWD,Diesel,Hatchback,2,6,386,23,25,14,3603.714285714286,29563.739130434784,-18198.739130434784,scraping
Audi,A6,2015,32874,148550,Guadalajara,MX,SCRAPED2015802291,LX,Red,Excellent,2.5L 4-Cylinder,Automatic,RWD,Gasoline,Hatchback,4,4,207,21,20,9,16505.555555555555,42394.47826086957,-9520.478260869568,scraping
Hyundai,Santa Fe,2011,16215,145352,Guadalajara,MX,SCRAPED2011238613,Premium,Blue,Excellent,2.5L 4-Cylinder,Manual,FWD,Gasoline,Sedan,2,8,364,33,22,13,11180.923076923076,23741.354838709678,-7526.354838709678,scraping
Nissan,Rogue,2012,16713,10723,Guadalajara,MX,SCRAPED2012514673,Base,White,Good,3.5L V6,Automatic,AWD,Diesel,Sedan,2,4,251,30,21,12,893.5833333333334,24736.576923076922,-8023.576923076922,scraping
Toyota,Corolla,2014,20593,95124,Guadalajara,MX,SCRAPED2014495195,Premium,White,Excellent,3.5L V6,Automatic,FWD,Diesel,SUV,2,6,208,29,23,10,9512.4,22425.5,-1832.5,scraping
Volkswagen,Jetta,2011,18159,75142,Guadalajara,MX,SCRAPED2011262215,LX,Red,Excellent,3.5L V6,Manual,FWD,Hybrid,Hatchback,2,8,183,22,21,13,5780.153846153846,24905.565217391304,-6746.565217391304,scraping
Kia,Sportage,2015,21008,129469,Guadalajara,MX,SCRAPED2015780541,Premium,White,Fair,3.5L V6,CVT,AWD,Diesel,SUV,4,4,387,30,15,9,14385.444444444445,25350.57894736842,-4342.57894736842,scraping
Volkswagen,Atlas,2013,18768,64492,Guadalajara,MX,SCRAPED2013593936,LX,Red,Very Good,2.5L 4-Cylinder,Automatic,RWD,Gasoline,Hatchback,4,6,202,32,18,11,5862.909090909091,21952.809523809523,-3184.809523809523,scraping
Nissan,Sentra,2012,23286,63303,Guadalajara,MX,SCRAPED2012362564,EX,White,Very Good,3.5L V6,Automatic,FWD,Gasoline,Sedan,4,8,364,35,18,12,5275.25,21778.217391304348,1507.782608695652,scraping
Ford,Mustang,2012,21326,94891,Guadalajara,MX,SCRAPED2012390860,Limited,Red,Good,3.5L V6,CVT,FWD,Gasoline,SUV,4,6,190,24,17,12,7907.583333333333,29431.11111111111,-8105.1111111111095,scraping
BMW,5 Series,2011,35710,21207,Guadalajara,MX,SCRAPED2011663456,Premium,White,Fair,2.5L 4-Cylinder,Manual,FWD,Hybrid,SUV,2,4,174,31,18,13,1631.3076923076924,48771.92857142857,-13061.928571428572,scraping
Mercedes-Benz,GLE,2012,34008,105161,Guadalajara,MX,SCRAPED2012677531,Limited,Black,Very Good,3.5L V6,Manual,AWD,Hybrid,Sedan,2,8,212,33,25,12,8763.416666666666,47390.76,-13382.760000000002,scraping
Ford,F-150,2010,11946,145916,Guadalajara,MX,SCRAPED2010525171,Premium,Black,Excellent,3.5L V6,Manual,RWD,Hybrid,SUV,2,6,322,30,22,14,10422.57142857143,29563.739130434784,-17617.739130434784,scraping
Audi,Q5,2011,34218,12485,Guadalajara,MX,SCRAPED2011851511,Base,Silver,Fair,2.5L 4-Cylinder,Automatic,FWD,Gasoline,Truck,4,4,246,33,25,13,960.3846153846154,45476.92307692308,-11258.923076923078,scraping
Chevrolet,Malibu,2015,30754,67556,Guadalajara,MX,SCRAPED2015212260,LX,Black,Good,3.5L V6,CVT,RWD,Hybrid,SUV,4,8,384,21,23,9,7506.222222222223,31844.458333333332,-1090.4583333333321,scraping
Kia,Forte,2014,18785,59966,Guadalajara,MX,SCRAPED2014646784,LX,Red,Very Good,2.5L 4-Cylinder,Manual,FWD,Hybrid,SUV,4,8,269,20,17,10,5996.6,29418.470588235294,-10633.470588235294,scraping
Audi,Q7,2010,25848,134886,Guadalajara,MX,SCRAPED2010875224,EX,Black,Good,3.0L Diesel,Automatic,FWD,Hybrid,SUV,4,8,264,20,25,14,9634.714285714286,43610.3,-17762.300000000003,scraping
BMW,3 Series,2011,28978,97950,Guadalajara,MX,SCRAPED2011872143,EX,Blue,Very Good,3.5L V6,Automatic,RWD,Diesel,Truck,2,4,325,29,18,13,7534.615384615385,45747.42857142857,-16769.428571428572,scraping
Ford,Mustang,2011,26285,22487,Guadalajara,MX,SCRAPED2011925400,Base,Gray,Very Good,3.5L V6,CVT,AWD,Gasoline,Hatchback,2,8,217,26,22,13,1729.7692307692307,29431.11111111111,-3146.1111111111095,scraping
Audi,Q5,2013,39565,47722,Guadalajara,MX,SCRAPED2013544357,LX,Blue,Very Good,3.0L Diesel,CVT,AWD,Gasoline,Truck,4,4,240,30,23,11,4338.363636363636,45476.92307692308,-5911.923076923078,scraping
Nissan,Altima,2014,20925,66194,Guadalajara,MX,SCRAPED2014519510,EX,Blue,Fair,2.5L 4-Cylinder,Manual,FWD,Gasoline,Sedan,2,8,355,30,21,10,6619.4,24909.2,-3984.2000000000007,scraping
Mercedes-Benz,C-Class,2012,33458,134030,Guadalajara,MX,SCRAPED2012250418,EX,Silver,Fair,2.5L 4-Cylinder,Manual,RWD,Hybrid,SUV,4,8,230,20,21,12,11169.166666666666,42999.333333333336,-9541.333333333336,scraping
Ford,F-150,2015,24311,122620,Guadalajara,MX,SCRAPED2015867188,Limited,Gray,Excellent,3.5L V6,CVT,AWD,Diesel,Sedan,2,6,370,27,20,9,13624.444444444445,29563.739130434784,-5252.739130434784,scraping
Mercedes-Benz,E-Class,2014,40122,22768,Guadalajara,MX,SCRAPED2014669982,Limited,Black,Fair,2.0L Turbo,Automatic,FWD,Diesel,SUV,4,8,269,24,20,10,2276.8,46445.807692307695,-6323.807692307695,scraping
Kia,Sorento,2010,12385,30540,Guadalajara,MX,SCRAPED2010749190,LX,Silver,Good,2.5L 4-Cylinder,Automatic,RWD,Hybrid,Truck,2,6,220,20,19,14,2181.4285714285716,23563.17391304348,-11178.17391304348,scraping
Mercedes-Benz,C-Class,2014,41753,16044,Guadalajara,MX,SCRAPED2014895723,Base,Gray,Good,2.5L 4-Cylinder,Manual,AWD,Hybrid,Sedan,4,6,298,22,25,10,1604.4,42999.333333333336,-1246.3333333333358,scraping
Ford,Mustang,2013,28165,30279,Guadalajara,MX,SCRAPED2013194394,Base,Black,Fair,2.5L 4-Cylinder,Automatic,RWD,Hybrid,Hatchback,4,6,192,30,22,11,2752.6363636363635,29431.11111111111,-1266.1111111111095,scraping
Ford,Mustang,2010,19719,35806,Guadalajara,MX,SCRAPED2010113955,LX,Red,Good,3.5L V6,CVT,AWD,Hybrid,Sedan,2,4,348,32,23,14,2557.5714285714284,29431.11111111111,-9712.11111111111,scraping
Chevrolet,Equinox,2012,19741,103789,Guadalajara,MX,SCRAPED2012874435,Limited,Blue,Excellent,3.5L V6,Automatic,RWD,Hybrid,Sedan,4,4,261,35,24,12,8649.083333333334,28386.823529411766,-8645.823529411766,scraping
BMW,5 Series,2012,37910,81057,Guadalajara,MX,SCRAPED2012505439,Base,Black,Very Good,2.0L Turbo,CVT,RWD,Gasoline,Sedan,4,8,267,32,16,12,6754.75,48771.92857142857,-10861.928571428572,scraping
Hyundai,Santa Fe,2012,23416,18704,Guadalajara,MX,SCRAPED2012918692,Base,Silver,Fair,3.5L V6,CVT,FWD,Hybrid,Hatchback,2,4,153,29,23,12,1558.6666666666667,23741.354838709678,-325.354838709678,scraping
Kia,Optima,2010,9660,97239,Guadalajara,MX,SCRAPED2010412586,EX,Red,Good,3.0L Diesel,Automatic,RWD,Diesel,SUV,4,8,388,31,17,14,6945.642857142857,23576.82608695652,-13916.82608695652,scraping
Volkswagen,Jetta,2013,10950,108073,Guadalajara,MX,SCRAPED2013449113,LX,Black,Fair,2.5L 4-Cylinder,Manual,RWD,Hybrid,Hatchback,2,6,339,20,18,11,9824.818181818182,24905.565217391304,-13955.565217391304,scraping
Ford,Escape,2011,19817,13108,Guadalajara,MX,SCRAPED2011944530,EX,Red,Good,2.5L 4-Cylinder,Automatic,AWD,Hybrid,Sedan,2,4,263,30,19,13,1008.3076923076923,29792.18181818182,-9975.18181818182,scraping
Audi,Q7,2015,37480,125075,Guadalajara,MX,SCRAPED2015779604,Limited,White,Fair,3.5L V6,Automatic,FWD,Diesel,Truck,4,6,205,20,18,9,13897.222222222223,43610.3,-6130.300000000003,scraping
Toyota,Highlander,2010,9089,136712,Guadalajara,MX,SCRAPED2010346437,Limited,Silver,Fair,2.0L Turbo,Automatic,FWD,Hybrid,Truck,4,6,268,23,17,14,9765.142857142857,23365.428571428572,-14276.428571428572,scraping
Hyundai,Sonata,2014,17048,110677,Guadalajara,MX,SCRAPED2014709213,Base,Red,Good,3.5L V6,Manual,AWD,Gasoline,Sedan,4,6,232,23,23,10,11067.7,27014.347826086956,-9966.347826086956,scraping
Chevrolet,Tahoe,2013,20042,79445,Guadalajara,MX,SCRAPED2013411211,EX,Blue,Good,2.5L 4-Cylinder,CVT,AWD,Hybrid,Sedan,2,8,220,30,15,11,7222.272727272727,25317.0,-5275.0,scraping
Audi,Q7,2013,44251,21098,Guadalajara,MX,SCRAPED2013937463,LX,Gray,Excellent,3.5L V6,Automatic,RWD,Diesel,Hatchback,2,6,306,32,20,11,1918.0,43610.3,640.6999999999971,scraping
BMW,X5,2015,34948,129377,Guadalajara,MX,SCRAPED2015467297,Premium,Blue,Very Good,3.0L Diesel,Automatic,RWD,Diesel,Hatchback,2,6,376,35,25,9,14375.222222222223,45377.85,-10429.849999999999,scraping
Nissan,Sentra,2010,8744,98707,Guadalajara,MX,SCRAPED2010367616,Base,Blue,Good,2.0L Turbo,Automatic,AWD,Hybrid,SUV,2,6,213,21,18,14,7050.5,21778.217391304348,-13034.217391304348,scraping
Nissan,Altima,2012,13814,141985,Guadalajara,MX,SCRAPED2012719154,Limited,Silver,Very Good,3.5L V6,Automatic,AWD,Gasoline,SUV,4,4,156,25,20,12,11832.083333333334,24909.2,-11095.2,scraping
Toyota,Highlander,2011,16951,87227,Guadalajara,MX,SCRAPED2011687355,EX,Red,Excellent,2.0L Turbo,Automatic,FWD,Gasoline,SUV,4,8,187,34,23,13,6709.7692307692305,23365.428571428572,-6414.4285714285725,scraping
BMW,X3,2014,39507,12087,Guadalajara,MX,SCRAPED2014659477,Base,White,Good,2.5L 4-Cylinder,CVT,FWD,Gasoline,Hatchback,2,4,241,20,22,10,1208.7,47162.681818181816,-7655.681818181816,scraping
Hyundai,Santa Fe,2012,17249,94731,Guadalajara,MX,SCRAPED2012293780,Limited,Gray,Very Good,2.5L 4-Cylinder,Automatic,FWD,Hybrid,Truck,4,4,172,30,19,12,7894.25,23741.354838709678,-6492.354838709678,scraping
Honda,Accord,2011,14325,134895,Guadalajara,MX,SCRAPED2011971720,Base,Gray,Very Good,2.0L Turbo,Automatic,AWD,Hybrid,Hatchback,4,8,392,35,25,13,10376.538461538461,24268.2,-9943.2,scraping
Audi,A4,2014,37080,143652,Guadalajara,MX,SCRAPED2014152341,Premium,Blue,Fair,2.5L 4-Cylinder,CVT,AWD,Gasoline,Sedan,4,8,258,28,17,10,14365.2,43616.8,-6536.800000000003,scraping
Volkswagen,Atlas,2018,26774,57343,Guadalajara,MX,SCRAPED2018561319,EX,Silver,Fair,2.0L Turbo,Manual,AWD,Hybrid,Hatchback,4,4,210,25,16,6,9557.166666666666,21952.809523809523,4821.190476190477,scraping
Toyota,Corolla,2018,29513,58173,Guadalajara,MX,SCRAPED2018816302,EX,Red,Very Good,3.0L Diesel,Automatic,FWD,Gasoline,Truck,2,4,308,31,18,6,9695.5,22425.5,7087.5,scraping
Kia,Forte,2018,29970,17215,Guadalajara,MX,SCRAPED2018886553,Base,White,Very Good,3.0L Diesel,Manual,RWD,Gasoline,Sedan,2,4,255,35,25,6,2869.1666666666665,29418.470588235294,551.5294117647063,scraping
Hyundai,Santa Fe,2017,30687,35472,Guadalajara,MX,SCRAPED2017949302,Limited,Gray,Fair,3.5L V6,CVT,RWD,Diesel,Sedan,2,6,235,35,23,7,5067.428571428572,23741.354838709678,6945.645161290322,scraping
Nissan,Sentra,2018,26254,75228,Guadalajara,MX,SCRAPED2018400829,LX,Blue,Good,3.0L Diesel,CVT,RWD,Diesel,Truck,2,6,381,28,23,6,12538.0,21778.217391304348,4475.782608695652,scraping
Toyota,RAV4,2016,18323,101188,Guadalajara,MX,SCRAPED2016113734,Limited,White,Excellent,3.5L V6,Manual,AWD,Gasoline,Sedan,4,4,304,28,16,8,12648.5,25440.3,-7117.299999999999,scraping
Volkswagen,Atlas,2017,24648,99276,Guadalajara,MX,SCRAPED2017711619,Limited,Blue,Excellent,3.0L Diesel,Automatic,FWD,Diesel,Truck,2,6,198,20,22,7,14182.285714285714,21952.809523809523,2695.190476190477,scraping
Chevrolet,Malibu,2016,29293,75068,Guadalajara,MX,SCRAPED2016380432,Base,White,Fair,2.0L Turbo,Automatic,AWD,Hybrid,Hatchback,2,4,196,25,19,8,9383.5,31844.458333333332,-2551.458333333332,scraping
Toyota,Camry,2018,29523,31867,Guadalajara,MX,SCRAPED2018380796,Limited,Black,Excellent,2.0L Turbo,Automatic,RWD,Gasoline,SUV,4,8,331,34,18,6,5311.166666666667,23331.285714285714,6191.714285714286,scraping
Ford,Escape,2018,35961,62067,Guadalajara,MX,SCRAPED2018803293,EX,Silver,Excellent,3.0L Diesel,CVT,AWD,Gasoline,Hatchback,4,4,307,28,18,6,10344.5,29792.18181818182,6168.81818181818,scraping
Honda,Pilot,2018,29308,52538,Guadalajara,MX,SCRAPED2018881214,LX,Red,Very Good,2.5L 4-Cylinder,CVT,FWD,Hybrid,Hatchback,2,4,240,27,19,6,8756.333333333334,20042.933333333334,9265.066666666666,scraping
Volkswagen,Passat,2018,29393,58957,Guadalajara,MX,SCRAPED2018413796,Premium,Silver,Very Good,3.5L V6,Automatic,FWD,Gasoline,SUV,2,8,267,22,15,6,9826.166666666666,25221.53846153846,4171.461538461539,scraping
Mercedes-Benz,E-Class,2016,39907,148851,Guadalajara,MX,SCRAPED2016587323,EX,Blue,Good,2.5L 4-Cylinder,Manual,RWD,Hybrid,SUV,4,6,256,24,19,8,18606.375,46445.807692307695,-6538.807692307695,scraping
Hyundai,Elantra,2016,19952,119516,Guadalajara,MX,SCRAPED2016380435,Base,Black,Fair,3.0L Diesel,Automatic,AWD,Gasoline,Hatchback,2,6,168,31,18,8,14939.5,24270.041666666668,-4318.041666666668,scraping
Volkswagen,Jetta,2017,21018,126265,Guadalajara,MX,SCRAPED2017915993,LX,Blue,Very Good,3.5L V6,Automatic,AWD,Gasoline,Hatchback,4,6,196,27,19,7,18037.85714285714,24905.565217391304,-3887.565217391304,scraping
Chevrolet,Equinox,2018,31844,29719,Guadalajara,MX,SCRAPED2018212838,Base,Silver,Excellent,3.0L Diesel,CVT,RWD,Hybrid,SUV,4,6,320,28,25,6,4953.166666666667,28386.823529411766,3457.176470588234,scraping
Audi,A6,2018,47794,100439,Guadalajara,MX,SCRAPED2018408846,Premium,Silver,Fair,3.5L V6,Manual,AWD,Gasoline,Truck,2,8,235,33,15,6,16739.833333333332,42394.47826086957,5399.521739130432,scraping
Mercedes-Benz,GLC,2017,41394,79095,Guadalajara,MX,SCRAPED2017680173,EX,Red,Very Good,3.0L Diesel,CVT,FWD,Gasoline,SUV,2,4,318,32,21,7,11299.285714285714,46112.3,-4718.300000000003,scraping
Hyundai,Elantra,2016,18963,113311,Guadalajara,MX,SCRAPED2016114402,Limited,Gray,Good,3.5L V6,CVT,RWD,Gasoline,SUV,4,4,381,25,25,8,14163.875,24270.041666666668,-5307.041666666668,scraping
Hyundai,Sonata,2017,22209,86229,Guadalajara,MX,SCRAPED2017582973,LX,Blue,Good,3.5L V6,Manual,RWD,Hybrid,SUV,4,8,254,27,18,7,12318.42857142857,27014.347826086956,-4805.347826086956,scraping
Chevrolet,Silverado,2018,35907,40278,Guadalajara,MX,SCRAPED2018452839,EX,Black,Excellent,3.5L V6,Manual,RWD,Gasoline,SUV,4,6,397,34,22,6,6713.0,32194.0,3713.0,scraping
BMW,X3,2018,49280,11535,Guadalajara,MX,SCRAPED2018993706,EX,Blue,Excellent,2.0L Turbo,CVT,AWD,Gasoline,Hatchback,2,6,242,30,18,6,1922.5,47162.681818181816,2117.318181818184,scraping
Mercedes-Benz,C-Class,2017,40426,146525,Guadalajara,MX,SCRAPED2017803156,Premium,Black,Very Good,3.0L Diesel,Manual,AWD,Diesel,Hatchback,4,4,188,32,19,7,20932.14285714286,42999.333333333336,-2573.3333333333358,scraping
Audi,A4,2017,43217,71226,Guadalajara,MX,SCRAPED2017958162,EX,Gray,Good,2.5L 4-Cylinder,Automatic,RWD,Hybrid,Sedan,2,8,354,30,19,7,10175.142857142857,43616.8,-399.8000000000029,scraping
Toyota,Highlander,2017,20066,75135,Guadalajara,MX,SCRAPED2017614199,Premium,Blue,Fair,2.0L Turbo,Manual,AWD,Hybrid,Truck,2,4,189,23,21,7,10733.57142857143,23365.428571428572,-3299.4285714285725,scraping
Nissan,Pathfinder,2018,26388,93880,Guadalajara,MX,SCRAPED2018537117,LX,Gray,Good,2.0L Turbo,Manual,FWD,Diesel,Truck,4,6,215,27,23,6,15646.666666666666,24422.72,1965.2799999999988,scraping
Hyundai,Santa Fe,2018,27169,71076,Guadalajara,MX,SCRAPED2018623660,Limited,Gray,Fair,2.5L 4-Cylinder,CVT,AWD,Hybrid,Hatchback,2,8,288,31,15,6,11846.0,23741.354838709678,3427.645161290322,scraping
Audi,A4,2018,47356,147246,Guadalajara,MX,SCRAPED2018957863,Premium,Blue,Fair,3.5L V6,Manual,AWD,Gasoline,Truck,4,4,329,26,17,6,24541.0,43616.8,3739.199999999997,scraping
BMW,5 Series,2018,48284,43177,Guadalajara,MX,SCRAPED2018563028,Premium,Gray,Fair,2.5L 4-Cylinder,CVT,FWD,Gasoline,Hatchback,4,8,225,21,24,6,7196.166666666667,48771.92857142857,-487.92857142857247,scraping
Audi,Q7,2018,46864,99062,Guadalajara,MX,SCRAPED2018746768,Limited,Gray,Excellent,2.0L Turbo,Manual,AWD,Hybrid,SUV,4,8,398,26,17,6,16510.333333333332,43610.3,3253.699999999997,scraping
Toyota,Camry,2016,20645,50170,Guadalajara,MX,SCRAPED2016397259,Base,Black,Very Good,2.0L Turbo,Automatic,AWD,Gasoline,SUV,4,8,357,31,18,8,6271.25,23331.285714285714,-2686.2857142857138,scraping
Nissan,Pathfinder,2016,18903,85601,Guadalajara,MX,SCRAPED2016874105,EX,Red,Fair,2.0L Turbo,CVT,AWD,Hybrid,Hatchback,2,8,268,25,23,8,10700.125,24422.72,-5519.720000000001,scraping
Chevrolet,Silverado,2016,21566,107604,Guadalajara,MX,SCRAPED2016265830,EX,White,Fair,2.0L Turbo,Automatic,FWD,Gasoline,Sedan,4,8,170,21,19,8,13450.5,32194.0,-10628.0,scraping
Toyota,Highlander,2017,26768,126230,Guadalajara,MX,SCRAPED2017726838,Premium,Blue,Excellent,2.0L Turbo,Manual,RWD,Gasoline,Hatchback,4,4,350,27,24,7,18032.85714285714,23365.428571428572,3402.5714285714275,scraping
